Unnamed: 0,macro_subject,domain_group,category_tag,open_status,paper_title,paper_id
19702,Analysis,"Analysis, PDEs, and Dynamics",Spectral radius vs operator norm,open,LIST OF OPEN PROBLEMS — AIM WORKSHOP: MATHEMATICAL ASPECTS OF PHYSICS WITH NON-SELF-ADJOINT OPERATORS,google__www.researchgate.net_publication_233102854_open_problems_and_conjectures
19703,Analysis,"Analysis, PDEs, and Dynamics",Approximate diagonalization / pseudospectra,solved,LIST OF OPEN PROBLEMS — AIM WORKSHOP: MATHEMATICAL ASPECTS OF PHYSICS WITH NON-SELF-ADJOINT OPERATORS,google__www.researchgate.net_publication_233102854_open_problems_and_conjectures
19704,Analysis,"Analysis, PDEs, and Dynamics",Crouzeix's conjecture / numerical range,partially_solved,LIST OF OPEN PROBLEMS — AIM WORKSHOP: MATHEMATICAL ASPECTS OF PHYSICS WITH NON-SELF-ADJOINT OPERATORS,google__www.researchgate.net_publication_233102854_open_problems_and_conjectures
19705,Analysis,"Analysis, PDEs, and Dynamics",Non-self-adjoint Schrödinger operators,partially_solved,LIST OF OPEN PROBLEMS — AIM WORKSHOP: MATHEMATICAL ASPECTS OF PHYSICS WITH NON-SELF-ADJOINT OPERATORS,google__www.researchgate.net_publication_233102854_open_problems_and_conjectures
19706,Analysis,"Analysis, PDEs, and Dynamics",Non-self-adjoint Schrödinger operators,open,LIST OF OPEN PROBLEMS — AIM WORKSHOP: MATHEMATICAL ASPECTS OF PHYSICS WITH NON-SELF-ADJOINT OPERATORS,google__www.researchgate.net_publication_233102854_open_problems_and_conjectures
19707,Analysis,"Analysis, PDEs, and Dynamics",Spectral theory of non-self-adjoint operators,unknown,LIST OF OPEN PROBLEMS — AIM WORKSHOP: MATHEMATICAL ASPECTS OF PHYSICS WITH NON-SELF-ADJOINT OPERATORS,google__www.researchgate.net_publication_233102854_open_problems_and_conjectures
19708,Analysis,"Analysis, PDEs, and Dynamics",Semiclassical non-self-adjoint resolvent bounds,unknown,LIST OF OPEN PROBLEMS — AIM WORKSHOP: MATHEMATICAL ASPECTS OF PHYSICS WITH NON-SELF-ADJOINT OPERATORS,google__www.researchgate.net_publication_233102854_open_problems_and_conjectures
19709,Analysis,"Analysis, PDEs, and Dynamics",Pseudospectra of non-self-adjoint Schrödinger operators,partially_solved,LIST OF OPEN PROBLEMS — AIM WORKSHOP: MATHEMATICAL ASPECTS OF PHYSICS WITH NON-SELF-ADJOINT OPERATORS,google__www.researchgate.net_publication_233102854_open_problems_and_conjectures
19710,Analysis,"Analysis, PDEs, and Dynamics",Non-self-adjoint operators / indefinite matrix pencils,unknown,LIST OF OPEN PROBLEMS — AIM WORKSHOP: MATHEMATICAL ASPECTS OF PHYSICS WITH NON-SELF-ADJOINT OPERATORS,google__www.researchgate.net_publication_233102854_open_problems_and_conjectures
19711,Analysis,"Analysis, PDEs, and Dynamics",Indefinite Sturm–Liouville operators,unknown,LIST OF OPEN PROBLEMS — AIM WORKSHOP: MATHEMATICAL ASPECTS OF PHYSICS WITH NON-SELF-ADJOINT OPERATORS,google__www.researchgate.net_publication_233102854_open_problems_and_conjectures
19712,Analysis,"Analysis, PDEs, and Dynamics",Nevanlinna functions and zero distribution,open,LIST OF OPEN PROBLEMS — AIM WORKSHOP: MATHEMATICAL ASPECTS OF PHYSICS WITH NON-SELF-ADJOINT OPERATORS,google__www.researchgate.net_publication_233102854_open_problems_and_conjectures
19713,Analysis,"Analysis, PDEs, and Dynamics",Nevanlinna functions: zeros and poles,unknown,LIST OF OPEN PROBLEMS — AIM WORKSHOP: MATHEMATICAL ASPECTS OF PHYSICS WITH NON-SELF-ADJOINT OPERATORS,google__www.researchgate.net_publication_233102854_open_problems_and_conjectures
19714,Analysis,"Analysis, PDEs, and Dynamics",Non-self-adjoint Schrödinger operators,partially_solved,LIST OF OPEN PROBLEMS — AIM WORKSHOP: MATHEMATICAL ASPECTS OF PHYSICS WITH NON-SELF-ADJOINT OPERATORS,google__www.researchgate.net_publication_233102854_open_problems_and_conjectures
19715,Analysis,"Analysis, PDEs, and Dynamics",Non-self-adjoint Schrödinger operators,unknown,LIST OF OPEN PROBLEMS — AIM WORKSHOP: MATHEMATICAL ASPECTS OF PHYSICS WITH NON-SELF-ADJOINT OPERATORS,google__www.researchgate.net_publication_233102854_open_problems_and_conjectures
19716,Analysis,"Analysis, PDEs, and Dynamics",Non-self-adjoint Schrödinger operators / Riesz bases,partially_solved,LIST OF OPEN PROBLEMS — AIM WORKSHOP: MATHEMATICAL ASPECTS OF PHYSICS WITH NON-SELF-ADJOINT OPERATORS,google__www.researchgate.net_publication_233102854_open_problems_and_conjectures
19717,PDEs and Dynamical Systems,"Analysis, PDEs, and Dynamics",Augmented eigenfunctions and unified transform method,open,LIST OF OPEN PROBLEMS — AIM WORKSHOP: MATHEMATICAL ASPECTS OF PHYSICS WITH NON-SELF-ADJOINT OPERATORS,google__www.researchgate.net_publication_233102854_open_problems_and_conjectures
19718,Analysis,"Analysis, PDEs, and Dynamics",Spectral theory of non-self-adjoint operators,open,LIST OF OPEN PROBLEMS — AIM WORKSHOP: MATHEMATICAL ASPECTS OF PHYSICS WITH NON-SELF-ADJOINT OPERATORS,google__www.researchgate.net_publication_233102854_open_problems_and_conjectures
19719,Analysis,"Analysis, PDEs, and Dynamics",Spectral theory of non-self-adjoint operators,open,LIST OF OPEN PROBLEMS — AIM WORKSHOP: MATHEMATICAL ASPECTS OF PHYSICS WITH NON-SELF-ADJOINT OPERATORS,google__www.researchgate.net_publication_233102854_open_problems_and_conjectures
19720,Analysis,"Analysis, PDEs, and Dynamics",Non-self-adjoint spectral theory,open,LIST OF OPEN PROBLEMS — AIM WORKSHOP: MATHEMATICAL ASPECTS OF PHYSICS WITH NON-SELF-ADJOINT OPERATORS,google__www.researchgate.net_publication_233102854_open_problems_and_conjectures
19721,Analysis,"Analysis, PDEs, and Dynamics",Non-self-adjoint spectral theory,open,LIST OF OPEN PROBLEMS — AIM WORKSHOP: MATHEMATICAL ASPECTS OF PHYSICS WITH NON-SELF-ADJOINT OPERATORS,google__www.researchgate.net_publication_233102854_open_problems_and_conjectures
19722,Analysis,"Analysis, PDEs, and Dynamics",Resonances of non-self-adjoint Schrödinger operators,open,LIST OF OPEN PROBLEMS — AIM WORKSHOP: MATHEMATICAL ASPECTS OF PHYSICS WITH NON-SELF-ADJOINT OPERATORS,google__www.researchgate.net_publication_233102854_open_problems_and_conjectures
19723,Analysis,"Analysis, PDEs, and Dynamics",Resolvent growth and non-self-adjoint operators,open,LIST OF OPEN PROBLEMS — AIM WORKSHOP: MATHEMATICAL ASPECTS OF PHYSICS WITH NON-SELF-ADJOINT OPERATORS,google__www.researchgate.net_publication_233102854_open_problems_and_conjectures
19724,Analysis,"Analysis, PDEs, and Dynamics",Resolvent estimates for non-self-adjoint operators,open,LIST OF OPEN PROBLEMS — AIM WORKSHOP: MATHEMATICAL ASPECTS OF PHYSICS WITH NON-SELF-ADJOINT OPERATORS,google__www.researchgate.net_publication_233102854_open_problems_and_conjectures
19725,Analysis,"Analysis, PDEs, and Dynamics",Semiclassical inverse spectral problems,partially_solved,LIST OF OPEN PROBLEMS — AIM WORKSHOP: MATHEMATICAL ASPECTS OF PHYSICS WITH NON-SELF-ADJOINT OPERATORS,google__www.researchgate.net_publication_233102854_open_problems_and_conjectures
19726,Analysis,"Analysis, PDEs, and Dynamics",PT-symmetric and non-self-adjoint spectral theory,open,LIST OF OPEN PROBLEMS — AIM WORKSHOP: MATHEMATICAL ASPECTS OF PHYSICS WITH NON-SELF-ADJOINT OPERATORS,google__www.researchgate.net_publication_233102854_open_problems_and_conjectures
19727,Analysis,"Analysis, PDEs, and Dynamics",heat kernels of critical/subcritical operators,unknown,LIST OF OPEN PROBLEMS — AIM WORKSHOP: MATHEMATICAL ASPECTS OF PHYSICS WITH NON-SELF-ADJOINT OPERATORS,google__www.researchgate.net_publication_233102854_open_problems_and_conjectures
19728,Analysis,"Analysis, PDEs, and Dynamics",sign-changing elliptic operators / metamaterials,partially_solved,LIST OF OPEN PROBLEMS — AIM WORKSHOP: MATHEMATICAL ASPECTS OF PHYSICS WITH NON-SELF-ADJOINT OPERATORS,google__www.researchgate.net_publication_233102854_open_problems_and_conjectures
19729,Analysis,"Analysis, PDEs, and Dynamics",Non-self-adjoint Schrödinger operators,unknown,LIST OF OPEN PROBLEMS — AIM WORKSHOP: MATHEMATICAL ASPECTS OF PHYSICS WITH NON-SELF-ADJOINT OPERATORS,google__www.researchgate.net_publication_233102854_open_problems_and_conjectures
19730,Analysis,"Analysis, PDEs, and Dynamics",Fractional isoperimetric inequality,solved,Seventy Five (Thousand) Unsolved Problems in Analysis and Partial Differential Equations,google__www.researchgate.net_publication_324778908_seventy_five_thousand_unsolved_problems_in_analysis_and_partial_differential_equations
19731,Analysis,"Analysis, PDEs, and Dynamics",Capacitary inequalities and Sobolev spaces,open,Seventy Five (Thousand) Unsolved Problems in Analysis and Partial Differential Equations,google__www.researchgate.net_publication_324778908_seventy_five_thousand_unsolved_problems_in_analysis_and_partial_differential_equations
19732,Analysis,"Analysis, PDEs, and Dynamics",Sobolev space boundary traces,unknown,Seventy Five (Thousand) Unsolved Problems in Analysis and Partial Differential Equations,google__www.researchgate.net_publication_324778908_seventy_five_thousand_unsolved_problems_in_analysis_and_partial_differential_equations
19733,Analysis,"Analysis, PDEs, and Dynamics",Weighted Sobolev space embeddings,unknown,Seventy Five (Thousand) Unsolved Problems in Analysis and Partial Differential Equations,google__www.researchgate.net_publication_324778908_seventy_five_thousand_unsolved_problems_in_analysis_and_partial_differential_equations
19734,Analysis,"Analysis, PDEs, and Dynamics",Density in Sobolev spaces on planar domains,solved,Seventy Five (Thousand) Unsolved Problems in Analysis and Partial Differential Equations,google__www.researchgate.net_publication_324778908_seventy_five_thousand_unsolved_problems_in_analysis_and_partial_differential_equations
19735,Analysis,"Analysis, PDEs, and Dynamics",Sobolev extension operators,open,Seventy Five (Thousand) Unsolved Problems in Analysis and Partial Differential Equations,google__www.researchgate.net_publication_324778908_seventy_five_thousand_unsolved_problems_in_analysis_and_partial_differential_equations
19736,Analysis,"Analysis, PDEs, and Dynamics",sharp constants in classical inequalities,unknown,Seventy Five (Thousand) Unsolved Problems in Analysis and Partial Differential Equations,google__www.researchgate.net_publication_324778908_seventy_five_thousand_unsolved_problems_in_analysis_and_partial_differential_equations
19737,PDEs and Dynamical Systems,"Analysis, PDEs, and Dynamics",Hardy inequalities and capacity,unknown,Seventy Five (Thousand) Unsolved Problems in Analysis and Partial Differential Equations,google__www.researchgate.net_publication_324778908_seventy_five_thousand_unsolved_problems_in_analysis_and_partial_differential_equations
19738,Analysis,"Analysis, PDEs, and Dynamics",Uncertainty principle inequalities for solenoidal fields,partially_solved,Seventy Five (Thousand) Unsolved Problems in Analysis and Partial Differential Equations,google__www.researchgate.net_publication_324778908_seventy_five_thousand_unsolved_problems_in_analysis_and_partial_differential_equations
19739,Analysis,"Analysis, PDEs, and Dynamics",Anisotropic Riesz potential spaces,unknown,Seventy Five (Thousand) Unsolved Problems in Analysis and Partial Differential Equations,google__www.researchgate.net_publication_324778908_seventy_five_thousand_unsolved_problems_in_analysis_and_partial_differential_equations
19740,Analysis,"Analysis, PDEs, and Dynamics",Weighted Hardy inequalities,unknown,Seventy Five (Thousand) Unsolved Problems in Analysis and Partial Differential Equations,google__www.researchgate.net_publication_324778908_seventy_five_thousand_unsolved_problems_in_analysis_and_partial_differential_equations
19741,Analysis,"Analysis, PDEs, and Dynamics",trace inequalities for Sobolev functions,open,Seventy Five (Thousand) Unsolved Problems in Analysis and Partial Differential Equations,google__www.researchgate.net_publication_324778908_seventy_five_thousand_unsolved_problems_in_analysis_and_partial_differential_equations
19742,Analysis,"Analysis, PDEs, and Dynamics",Sobolev–Banach algebras,open,Seventy Five (Thousand) Unsolved Problems in Analysis and Partial Differential Equations,google__www.researchgate.net_publication_324778908_seventy_five_thousand_unsolved_problems_in_analysis_and_partial_differential_equations
19743,Analysis,"Analysis, PDEs, and Dynamics",Multi-dimensional integral equations,unknown,Seventy Five (Thousand) Unsolved Problems in Analysis and Partial Differential Equations,google__www.researchgate.net_publication_324778908_seventy_five_thousand_unsolved_problems_in_analysis_and_partial_differential_equations
19744,Analysis,"Analysis, PDEs, and Dynamics",Oscillatory singular integral operators,unknown,Seventy Five (Thousand) Unsolved Problems in Analysis and Partial Differential Equations,google__www.researchgate.net_publication_324778908_seventy_five_thousand_unsolved_problems_in_analysis_and_partial_differential_equations
19745,Analysis,"Analysis, PDEs, and Dynamics",Layer potential operators,partially_solved,Seventy Five (Thousand) Unsolved Problems in Analysis and Partial Differential Equations,google__www.researchgate.net_publication_324778908_seventy_five_thousand_unsolved_problems_in_analysis_and_partial_differential_equations
19746,Analysis,"Analysis, PDEs, and Dynamics",boundary integral equations on domains with cusps,partially_solved,Seventy Five (Thousand) Unsolved Problems in Analysis and Partial Differential Equations,google__www.researchgate.net_publication_324778908_seventy_five_thousand_unsolved_problems_in_analysis_and_partial_differential_equations
19747,PDEs and Dynamical Systems,"Analysis, PDEs, and Dynamics",Boundary integral equations on nonsmooth domains,open,Seventy Five (Thousand) Unsolved Problems in Analysis and Partial Differential Equations,google__www.researchgate.net_publication_324778908_seventy_five_thousand_unsolved_problems_in_analysis_and_partial_differential_equations
19748,PDEs and Dynamical Systems,"Analysis, PDEs, and Dynamics",boundary integral equations and potential theory,unknown,Seventy Five (Thousand) Unsolved Problems in Analysis and Partial Differential Equations,google__www.researchgate.net_publication_324778908_seventy_five_thousand_unsolved_problems_in_analysis_and_partial_differential_equations
19749,Analysis,"Analysis, PDEs, and Dynamics",non-classical maximal operators,unknown,Seventy Five (Thousand) Unsolved Problems in Analysis and Partial Differential Equations,google__www.researchgate.net_publication_324778908_seventy_five_thousand_unsolved_problems_in_analysis_and_partial_differential_equations
19750,Analysis,"Analysis, PDEs, and Dynamics",Nonlinear potential theory and capacities,open,Seventy Five (Thousand) Unsolved Problems in Analysis and Partial Differential Equations,google__www.researchgate.net_publication_324778908_seventy_five_thousand_unsolved_problems_in_analysis_and_partial_differential_equations
19751,Analysis,"Analysis, PDEs, and Dynamics",Maz'ya Φ-inequalities,solved,Seventy Five (Thousand) Unsolved Problems in Analysis and Partial Differential Equations,google__www.researchgate.net_publication_324778908_seventy_five_thousand_unsolved_problems_in_analysis_and_partial_differential_equations
19752,PDEs and Dynamical Systems,"Analysis, PDEs, and Dynamics",Boundary Hölder regularity for elliptic operators,unknown,Seventy Five (Thousand) Unsolved Problems in Analysis and Partial Differential Equations,google__www.researchgate.net_publication_324778908_seventy_five_thousand_unsolved_problems_in_analysis_and_partial_differential_equations
19753,PDEs and Dynamical Systems,"Analysis, PDEs, and Dynamics",Uniqueness in Cauchy problem for elliptic equations,unknown,Seventy Five (Thousand) Unsolved Problems in Analysis and Partial Differential Equations,google__www.researchgate.net_publication_324778908_seventy_five_thousand_unsolved_problems_in_analysis_and_partial_differential_equations
19754,PDEs and Dynamical Systems,"Analysis, PDEs, and Dynamics",elliptic equations with complex coefficients,open,Seventy Five (Thousand) Unsolved Problems in Analysis and Partial Differential Equations,google__www.researchgate.net_publication_324778908_seventy_five_thousand_unsolved_problems_in_analysis_and_partial_differential_equations
19755,PDEs and Dynamical Systems,"Analysis, PDEs, and Dynamics",Boundary value problems on fractal vs Lipschitz domains,open,Seventy Five (Thousand) Unsolved Problems in Analysis and Partial Differential Equations,google__www.researchgate.net_publication_324778908_seventy_five_thousand_unsolved_problems_in_analysis_and_partial_differential_equations
19756,PDEs and Dynamical Systems,"Analysis, PDEs, and Dynamics",Higher integrability for elliptic Dirichlet problems,open,Seventy Five (Thousand) Unsolved Problems in Analysis and Partial Differential Equations,google__www.researchgate.net_publication_324778908_seventy_five_thousand_unsolved_problems_in_analysis_and_partial_differential_equations
19757,PDEs and Dynamical Systems,"Analysis, PDEs, and Dynamics",Capacitary potentials and Hölder regularity,unknown,Seventy Five (Thousand) Unsolved Problems in Analysis and Partial Differential Equations,google__www.researchgate.net_publication_324778908_seventy_five_thousand_unsolved_problems_in_analysis_and_partial_differential_equations
19758,PDEs and Dynamical Systems,"Analysis, PDEs, and Dynamics",Elliptic boundary value problems on Lipschitz domains,unknown,Seventy Five (Thousand) Unsolved Problems in Analysis and Partial Differential Equations,google__www.researchgate.net_publication_324778908_seventy_five_thousand_unsolved_problems_in_analysis_and_partial_differential_equations
19759,Analysis,"Analysis, PDEs, and Dynamics",Self-adjointness of weighted Laplacians,open,Seventy Five (Thousand) Unsolved Problems in Analysis and Partial Differential Equations,google__www.researchgate.net_publication_324778908_seventy_five_thousand_unsolved_problems_in_analysis_and_partial_differential_equations
19760,PDEs and Dynamical Systems,"Analysis, PDEs, and Dynamics",Elliptic boundary value problems on non-smooth domains,unknown,Seventy Five (Thousand) Unsolved Problems in Analysis and Partial Differential Equations,google__www.researchgate.net_publication_324778908_seventy_five_thousand_unsolved_problems_in_analysis_and_partial_differential_equations
19761,PDEs and Dynamical Systems,"Analysis, PDEs, and Dynamics",Polyharmonic Green's function estimates,partially_solved,Seventy Five (Thousand) Unsolved Problems in Analysis and Partial Differential Equations,google__www.researchgate.net_publication_324778908_seventy_five_thousand_unsolved_problems_in_analysis_and_partial_differential_equations
19762,PDEs and Dynamical Systems,"Analysis, PDEs, and Dynamics",Polyharmonic Dirichlet problem regularity,open,Seventy Five (Thousand) Unsolved Problems in Analysis and Partial Differential Equations,google__www.researchgate.net_publication_324778908_seventy_five_thousand_unsolved_problems_in_analysis_and_partial_differential_equations
19763,Analysis,"Analysis, PDEs, and Dynamics",polyharmonic capacitary potentials,unknown,Seventy Five (Thousand) Unsolved Problems in Analysis and Partial Differential Equations,google__www.researchgate.net_publication_324778908_seventy_five_thousand_unsolved_problems_in_analysis_and_partial_differential_equations
19764,Analysis,"Analysis, PDEs, and Dynamics",Polyharmonic capacity and potential theory,unknown,Seventy Five (Thousand) Unsolved Problems in Analysis and Partial Differential Equations,google__www.researchgate.net_publication_324778908_seventy_five_thousand_unsolved_problems_in_analysis_and_partial_differential_equations
19765,Analysis,"Analysis, PDEs, and Dynamics",Boundary behavior of harmonic functions on Lipschitz domains,unknown,Seventy Five (Thousand) Unsolved Problems in Analysis and Partial Differential Equations,google__www.researchgate.net_publication_324778908_seventy_five_thousand_unsolved_problems_in_analysis_and_partial_differential_equations
19766,Analysis,"Analysis, PDEs, and Dynamics",Spectral theory of polyharmonic operators,unknown,Seventy Five (Thousand) Unsolved Problems in Analysis and Partial Differential Equations,google__www.researchgate.net_publication_324778908_seventy_five_thousand_unsolved_problems_in_analysis_and_partial_differential_equations
19767,PDEs and Dynamical Systems,"Analysis, PDEs, and Dynamics",Green's functions for elliptic operators,partially_solved,Seventy Five (Thousand) Unsolved Problems in Analysis and Partial Differential Equations,google__www.researchgate.net_publication_324778908_seventy_five_thousand_unsolved_problems_in_analysis_and_partial_differential_equations
19768,PDEs and Dynamical Systems,"Analysis, PDEs, and Dynamics",Degenerate oblique derivative problems,open,Seventy Five (Thousand) Unsolved Problems in Analysis and Partial Differential Equations,google__www.researchgate.net_publication_324778908_seventy_five_thousand_unsolved_problems_in_analysis_and_partial_differential_equations
19769,PDEs and Dynamical Systems,"Analysis, PDEs, and Dynamics",Non-elliptic boundary value problems,open,Seventy Five (Thousand) Unsolved Problems in Analysis and Partial Differential Equations,google__www.researchgate.net_publication_324778908_seventy_five_thousand_unsolved_problems_in_analysis_and_partial_differential_equations
19770,PDEs and Dynamical Systems,"Analysis, PDEs, and Dynamics",weighted estimates for higher-order elliptic equations in singular domains,unknown,Seventy Five (Thousand) Unsolved Problems in Analysis and Partial Differential Equations,google__www.researchgate.net_publication_324778908_seventy_five_thousand_unsolved_problems_in_analysis_and_partial_differential_equations
19771,PDEs and Dynamical Systems,"Analysis, PDEs, and Dynamics",multiplicative inequalities for elasticity systems,unknown,Seventy Five (Thousand) Unsolved Problems in Analysis and Partial Differential Equations,google__www.researchgate.net_publication_324778908_seventy_five_thousand_unsolved_problems_in_analysis_and_partial_differential_equations
19772,PDEs and Dynamical Systems,"Analysis, PDEs, and Dynamics",Lp-dissipativity of elasticity operators,open,Seventy Five (Thousand) Unsolved Problems in Analysis and Partial Differential Equations,google__www.researchgate.net_publication_324778908_seventy_five_thousand_unsolved_problems_in_analysis_and_partial_differential_equations
19773,PDEs and Dynamical Systems,"Analysis, PDEs, and Dynamics",Lamé system maximum principle,open,Seventy Five (Thousand) Unsolved Problems in Analysis and Partial Differential Equations,google__www.researchgate.net_publication_324778908_seventy_five_thousand_unsolved_problems_in_analysis_and_partial_differential_equations
19774,PDEs and Dynamical Systems,"Analysis, PDEs, and Dynamics",Lamé system on Lipschitz domains,open,Seventy Five (Thousand) Unsolved Problems in Analysis and Partial Differential Equations,google__www.researchgate.net_publication_324778908_seventy_five_thousand_unsolved_problems_in_analysis_and_partial_differential_equations
19775,Analysis,"Analysis, PDEs, and Dynamics",Martin boundary and potential theory,unknown,Seventy Five (Thousand) Unsolved Problems in Analysis and Partial Differential Equations,google__www.researchgate.net_publication_324778908_seventy_five_thousand_unsolved_problems_in_analysis_and_partial_differential_equations
19776,PDEs and Dynamical Systems,"Analysis, PDEs, and Dynamics",Asymptotics of nonlinear PDEs near conical points,unknown,Seventy Five (Thousand) Unsolved Problems in Analysis and Partial Differential Equations,google__www.researchgate.net_publication_324778908_seventy_five_thousand_unsolved_problems_in_analysis_and_partial_differential_equations
19777,PDEs and Dynamical Systems,"Analysis, PDEs, and Dynamics",Nonlinear elliptic PDE with infinite boundary data,unknown,Seventy Five (Thousand) Unsolved Problems in Analysis and Partial Differential Equations,google__www.researchgate.net_publication_324778908_seventy_five_thousand_unsolved_problems_in_analysis_and_partial_differential_equations
19778,PDEs and Dynamical Systems,"Analysis, PDEs, and Dynamics",Semilinear elliptic PDEs with conical singularities,unknown,Seventy Five (Thousand) Unsolved Problems in Analysis and Partial Differential Equations,google__www.researchgate.net_publication_324778908_seventy_five_thousand_unsolved_problems_in_analysis_and_partial_differential_equations
19779,PDEs and Dynamical Systems,"Analysis, PDEs, and Dynamics",semilinear elliptic equations with singular boundary data,unknown,Seventy Five (Thousand) Unsolved Problems in Analysis and Partial Differential Equations,google__www.researchgate.net_publication_324778908_seventy_five_thousand_unsolved_problems_in_analysis_and_partial_differential_equations
19780,PDEs and Dynamical Systems,"Analysis, PDEs, and Dynamics",positive p-harmonic functions in cones,partially_solved,Seventy Five (Thousand) Unsolved Problems in Analysis and Partial Differential Equations,google__www.researchgate.net_publication_324778908_seventy_five_thousand_unsolved_problems_in_analysis_and_partial_differential_equations
19781,PDEs and Dynamical Systems,"Analysis, PDEs, and Dynamics",Phragmén–Lindelöf principle for p-Laplace equation,unknown,Seventy Five (Thousand) Unsolved Problems in Analysis and Partial Differential Equations,google__www.researchgate.net_publication_324778908_seventy_five_thousand_unsolved_problems_in_analysis_and_partial_differential_equations
19782,PDEs and Dynamical Systems,"Analysis, PDEs, and Dynamics",isolated singularities of nonlinear elliptic systems,unknown,Seventy Five (Thousand) Unsolved Problems in Analysis and Partial Differential Equations,google__www.researchgate.net_publication_324778908_seventy_five_thousand_unsolved_problems_in_analysis_and_partial_differential_equations
19783,PDEs and Dynamical Systems,"Analysis, PDEs, and Dynamics",Nonlinear elliptic equations with boundary singularities,open,Seventy Five (Thousand) Unsolved Problems in Analysis and Partial Differential Equations,google__www.researchgate.net_publication_324778908_seventy_five_thousand_unsolved_problems_in_analysis_and_partial_differential_equations
19784,PDEs and Dynamical Systems,"Analysis, PDEs, and Dynamics",semilinear parabolic equations,open,Seventy Five (Thousand) Unsolved Problems in Analysis and Partial Differential Equations,google__www.researchgate.net_publication_324778908_seventy_five_thousand_unsolved_problems_in_analysis_and_partial_differential_equations
19785,PDEs and Dynamical Systems,"Analysis, PDEs, and Dynamics",parabolic trace inequalities and capacity,unknown,Seventy Five (Thousand) Unsolved Problems in Analysis and Partial Differential Equations,google__www.researchgate.net_publication_324778908_seventy_five_thousand_unsolved_problems_in_analysis_and_partial_differential_equations
19786,PDEs and Dynamical Systems,"Analysis, PDEs, and Dynamics",trace spaces for wave operator,unknown,Seventy Five (Thousand) Unsolved Problems in Analysis and Partial Differential Equations,google__www.researchgate.net_publication_324778908_seventy_five_thousand_unsolved_problems_in_analysis_and_partial_differential_equations
19787,PDEs and Dynamical Systems,"Analysis, PDEs, and Dynamics",Nonlinear hyperbolic Goursat problem,unknown,Seventy Five (Thousand) Unsolved Problems in Analysis and Partial Differential Equations,google__www.researchgate.net_publication_324778908_seventy_five_thousand_unsolved_problems_in_analysis_and_partial_differential_equations
19788,PDEs and Dynamical Systems,"Analysis, PDEs, and Dynamics",Maximal differential operators and boundary traces,unknown,Seventy Five (Thousand) Unsolved Problems in Analysis and Partial Differential Equations,google__www.researchgate.net_publication_324778908_seventy_five_thousand_unsolved_problems_in_analysis_and_partial_differential_equations
19789,PDEs and Dynamical Systems,"Analysis, PDEs, and Dynamics",Sobolev multiplier inequalities,unknown,Seventy Five (Thousand) Unsolved Problems in Analysis and Partial Differential Equations,google__www.researchgate.net_publication_324778908_seventy_five_thousand_unsolved_problems_in_analysis_and_partial_differential_equations
19790,PDEs and Dynamical Systems,"Analysis, PDEs, and Dynamics",Well-posed boundary value problems in Lp,open,Seventy Five (Thousand) Unsolved Problems in Analysis and Partial Differential Equations,google__www.researchgate.net_publication_324778908_seventy_five_thousand_unsolved_problems_in_analysis_and_partial_differential_equations
19791,PDEs and Dynamical Systems,"Analysis, PDEs, and Dynamics",Lp coercivity on unbounded domains,open,Seventy Five (Thousand) Unsolved Problems in Analysis and Partial Differential Equations,google__www.researchgate.net_publication_324778908_seventy_five_thousand_unsolved_problems_in_analysis_and_partial_differential_equations
19792,PDEs and Dynamical Systems,"Analysis, PDEs, and Dynamics",Stokes system boundary regularity,unknown,Seventy Five (Thousand) Unsolved Problems in Analysis and Partial Differential Equations,google__www.researchgate.net_publication_324778908_seventy_five_thousand_unsolved_problems_in_analysis_and_partial_differential_equations
19793,PDEs and Dynamical Systems,"Analysis, PDEs, and Dynamics",Regularity for the Dirichlet problem on convex domains,unknown,Seventy Five (Thousand) Unsolved Problems in Analysis and Partial Differential Equations,google__www.researchgate.net_publication_324778908_seventy_five_thousand_unsolved_problems_in_analysis_and_partial_differential_equations
19794,PDEs and Dynamical Systems,"Analysis, PDEs, and Dynamics",Stokes system on Lipschitz domains,unknown,Seventy Five (Thousand) Unsolved Problems in Analysis and Partial Differential Equations,google__www.researchgate.net_publication_324778908_seventy_five_thousand_unsolved_problems_in_analysis_and_partial_differential_equations
19795,PDEs and Dynamical Systems,"Analysis, PDEs, and Dynamics",Stokes resolvent estimates,partially_solved,Seventy Five (Thousand) Unsolved Problems in Analysis and Partial Differential Equations,google__www.researchgate.net_publication_324778908_seventy_five_thousand_unsolved_problems_in_analysis_and_partial_differential_equations
19796,PDEs and Dynamical Systems,"Analysis, PDEs, and Dynamics",Stationary Navier–Stokes non-uniqueness,unknown,Seventy Five (Thousand) Unsolved Problems in Analysis and Partial Differential Equations,google__www.researchgate.net_publication_324778908_seventy_five_thousand_unsolved_problems_in_analysis_and_partial_differential_equations
19797,PDEs and Dynamical Systems,"Analysis, PDEs, and Dynamics",Neumann–Kelvin problem,unknown,Seventy Five (Thousand) Unsolved Problems in Analysis and Partial Differential Equations,google__www.researchgate.net_publication_324778908_seventy_five_thousand_unsolved_problems_in_analysis_and_partial_differential_equations
19798,PDEs and Dynamical Systems,"Analysis, PDEs, and Dynamics",Neumann–Kelvin water wave problem,open,Seventy Five (Thousand) Unsolved Problems in Analysis and Partial Differential Equations,google__www.researchgate.net_publication_324778908_seventy_five_thousand_unsolved_problems_in_analysis_and_partial_differential_equations
